Plant_Name,Best_Season,Depth_cm,Texture,pH,Organic_Matter_%,Moisture_Content_%,Bulk_Density_g/cm³,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm,Cation_Exchange_Capacity_meq/100g,Electrical_Conductivity_dS/m,Soil_Color,Porosity_%,Water_Holding_Capacity_%
Hemp,Spring,11.9,Silty,7.13,3.82,30.98,1.52,67.84,37.32,65.92,26.76,4.9,Yellow,50.81,43.49
Rye,Winter,30.5,Silty,7.93,3.82,19.32,1.19,12.39,15.25,157.28,11.07,3.7,Gray,46.16,26.12
Cauliflower,Spring,52.8,Loamy,7.44,2.74,30.56,1.11,54.97,27.04,59.44,8.94,2.71,Red,41.84,41.3
Black Gram,Summer,48.2,Silty,8.13,0.71,20.29,1.59,17.49,15.87,54.92,13.63,1.72,Yellow,33.71,43.97
Coffee,Spring,87.4,Clayey,6.64,3.11,29.05,1.59,31.72,27.01,183.7,15.51,3.25,Black,40.0,45.61
Watermelon,Spring,58.8,Sandy,7.27,3.95,28.99,1.23,74.12,13.54,165.58,22.55,3.4,Red,55.21,35.31
Sesame,Autumn,72.1,Loamy,8.11,1.72,18.34,1.1,76.5,31.73,139.79,23.95,3.43,Black,54.34,29.86
Quinoa,Summer,52.2,Silty,6.14,3.5,29.07,1.42,75.68,45.97,75.8,29.6,2.97,Red,30.85,43.17
Millet,Spring,49.6,Loamy,6.96,2.09,21.43,1.42,15.86,41.33,91.83,14.46,2.06,Gray,34.21,29.63
Fenugreek,Spring,50.2,Silty,8.38,3.08,20.09,1.57,80.81,15.87,57.29,15.06,4.1,Brown,52.68,24.44
Black Pepper,Spring,47.0,Sandy,6.92,2.23,18.68,1.25,48.9,27.41,146.8,18.55,1.37,Yellow,40.07,45.04
Cabbage,Winter,58.5,Loamy,6.26,1.87,20.37,1.19,52.78,24.04,152.91,25.51,3.16,Yellow,49.31,32.34
Green Gram,Spring,32.5,Silty,6.55,4.35,33.6,1.41,47.77,48.45,99.02,21.52,2.41,Red,46.88,37.13
Avocado,Autumn,90.2,Sandy,8.16,3.89,17.36,1.38,87.13,40.95,100.76,19.32,4.47,Brown,49.56,47.55
Cucumber,Summer,40.0,Clayey,8.36,2.05,30.46,1.46,71.2,9.83,144.35,21.2,2.99,Brown,31.61,24.07
Mustard,Summer,23.3,Silty,8.35,2.46,37.02,1.54,55.0,12.58,191.85,16.61,4.29,Gray,57.93,36.72
Coriander,Spring,18.7,Sandy,7.6,3.61,20.51,1.38,85.09,36.59,109.21,23.98,4.77,Black,30.63,36.76
Blueberry,Spring,11.2,Sandy,7.03,4.15,10.89,1.18,82.48,12.19,124.04,6.88,0.72,Yellow,30.24,45.86
Walnut,Spring,48.1,Loamy,6.05,3.58,10.74,1.4,10.45,47.77,154.74,17.73,2.82,Red,36.78,30.24
Blueberry,Summer,26.9,Silty,5.87,2.93,14.19,1.29,53.1,49.68,101.35,25.16,4.43,Brown,59.8,32.04
Cucumber,Summer,11.9,Clayey,5.68,4.79,13.3,1.33,13.8,40.03,180.33,12.56,4.37,Yellow,32.18,35.58
Strawberry,Winter,56.8,Silty,5.55,3.98,32.44,1.58,37.65,6.21,176.93,26.09,1.06,Yellow,56.24,25.02
Barley,Autumn,71.2,Sandy,8.13,1.02,18.85,1.38,82.35,26.72,151.14,24.57,2.46,Yellow,34.77,34.12
Cabbage,Winter,17.7,Clayey,7.93,3.01,29.58,1.17,94.96,23.27,130.54,19.52,1.19,Brown,33.27,33.08
Dragon Fruit,Autumn,51.5,Sandy,7.2,2.34,11.27,1.32,31.79,40.98,197.53,11.3,4.49,Gray,53.37,25.92
Soybean,Winter,76.9,Loamy,8.5,4.08,18.87,1.21,11.93,17.92,155.36,26.53,0.12,Yellow,55.4,44.99
Spinach,Summer,98.7,Silty,8.36,0.7,17.02,1.17,46.21,22.38,146.48,5.75,1.17,Brown,53.77,32.93
Broccoli,Winter,70.0,Sandy,7.47,2.35,18.31,1.46,40.16,9.21,181.52,19.81,2.1,Brown,37.23,29.18
Chickpea,Autumn,32.0,Sandy,6.89,1.93,15.72,1.41,70.93,20.42,133.25,24.56,1.18,Red,56.4,23.91
Watermelon,Spring,74.5,Silty,5.96,1.14,28.54,1.35,54.56,48.82,86.44,17.14,4.87,Gray,32.16,22.69
Carrot,Autumn,63.8,Clayey,7.05,2.2,29.88,1.31,45.9,47.4,70.67,7.57,1.3,Gray,40.26,48.81
Coffee,Spring,29.1,Sandy,5.97,3.53,14.45,1.26,30.66,38.76,120.65,25.85,1.88,Gray,43.9,49.85
Mustard,Summer,86.6,Silty,6.7,2.13,32.23,1.14,84.56,45.83,127.35,27.73,0.95,Brown,32.03,46.94
Almond,Autumn,48.5,Loamy,8.33,3.11,17.5,1.25,32.36,14.5,174.15,19.08,4.64,Brown,47.4,33.76
Garlic,Winter,96.6,Loamy,6.53,3.17,18.49,1.52,14.93,32.98,70.92,24.68,2.12,Gray,46.78,44.24
Kale,Autumn,75.1,Silty,5.96,3.14,34.86,1.49,60.81,27.5,152.18,20.27,1.38,Brown,59.77,45.03
Sesame,Spring,68.0,Sandy,7.25,2.88,37.03,1.59,38.56,24.02,95.62,19.33,1.31,Gray,48.65,28.99
Chickpea,Summer,75.6,Silty,7.31,1.03,34.74,1.43,74.12,19.62,190.85,8.27,2.97,Red,41.93,37.58
Green Gram,Winter,53.0,Silty,6.08,1.48,14.43,1.38,17.28,43.98,120.56,15.92,4.89,Black,53.71,48.7
Papaya,Autumn,55.5,Sandy,6.09,4.1,39.98,1.25,96.97,26.8,143.36,21.97,4.87,Black,40.05,28.4
Wheat,Spring,86.6,Clayey,8.47,2.76,30.16,1.14,26.82,37.58,147.52,16.36,4.91,Black,45.99,39.89
Saffron,Winter,71.3,Clayey,6.23,3.68,25.32,1.41,42.14,36.77,63.65,20.44,1.99,Black,31.66,39.88
Lettuce,Summer,90.8,Loamy,8.01,3.06,38.65,1.34,53.29,11.12,177.83,27.37,4.58,Red,39.68,33.58
Onion,Winter,90.2,Clayey,6.91,0.67,34.52,1.48,90.11,7.2,74.64,14.16,2.28,Brown,45.84,34.71
Strawberry,Summer,97.9,Silty,6.8,4.08,30.75,1.31,75.03,42.8,109.61,25.71,2.6,Red,51.07,33.69
Rubber,Winter,73.0,Sandy,6.38,0.79,35.15,1.59,23.03,27.06,150.88,5.73,2.65,Yellow,32.97,35.63
Bamboo,Autumn,55.2,Loamy,7.82,4.74,21.56,1.3,49.48,41.45,58.28,26.32,0.41,Brown,53.92,24.46
Grapes,Spring,25.0,Clayey,8.14,1.47,30.53,1.27,58.86,18.37,137.06,7.67,0.97,Gray,57.0,43.84
Black Gram,Autumn,73.5,Silty,6.28,2.81,15.72,1.54,73.19,43.78,111.49,13.04,4.44,Yellow,38.43,39.83
Watermelon,Autumn,36.2,Loamy,5.79,0.79,39.64,1.3,61.46,42.39,59.58,17.84,4.49,Yellow,52.96,49.21
Lettuce,Summer,35.5,Sandy,5.91,4.53,27.67,1.54,51.16,22.18,158.96,21.25,1.09,Red,35.41,27.37
Lettuce,Summer,31.4,Clayey,7.88,4.91,34.43,1.11,78.9,23.53,125.2,28.83,1.58,Yellow,45.7,24.38
Soybean,Summer,88.8,Silty,6.81,1.16,22.22,1.45,44.03,20.79,95.52,12.68,4.17,Red,53.93,30.28
Saffron,Autumn,88.1,Sandy,5.9,1.83,32.76,1.14,98.85,6.57,62.65,7.13,1.1,Yellow,41.59,35.29
Orange,Winter,66.8,Silty,6.52,0.57,21.62,1.17,95.3,35.94,132.12,16.47,4.42,Red,30.79,26.15
Basil,Winter,52.6,Silty,7.04,4.04,27.7,1.45,73.66,17.27,95.89,13.63,4.13,Brown,46.2,33.82
Coconut,Autumn,70.5,Silty,8.06,1.9,33.34,1.24,89.44,44.78,192.0,20.0,4.06,Yellow,55.34,39.28
Celery,Autumn,64.7,Sandy,7.43,3.15,13.49,1.21,45.39,45.38,138.73,28.07,4.47,Red,33.25,21.69
Turmeric,Spring,47.4,Loamy,6.03,0.68,20.7,1.5,62.33,37.52,92.76,21.08,4.45,Black,30.89,42.74
Spinach,Summer,44.2,Silty,5.98,3.72,26.35,1.57,34.54,13.17,129.29,19.45,4.59,Black,54.27,48.19
Quinoa,Summer,44.5,Loamy,6.74,2.88,20.02,1.22,89.71,9.02,130.92,11.15,4.41,Yellow,38.01,28.05
Pearl Millet,Autumn,63.0,Loamy,5.73,3.76,19.28,1.26,52.39,41.74,159.01,11.62,3.07,Red,40.93,43.29
Turmeric,Autumn,68.3,Clayey,7.77,4.05,18.45,1.46,58.25,45.19,185.33,15.9,0.87,Brown,32.61,32.54
Jute,Winter,50.7,Clayey,6.7,0.9,16.83,1.51,87.81,20.84,194.39,27.28,3.08,Yellow,32.9,39.93
Coffee,Autumn,97.2,Loamy,6.53,3.1,35.47,1.6,81.76,20.88,157.68,19.49,4.72,Brown,48.44,42.29
Basil,Winter,17.5,Clayey,7.03,3.42,37.71,1.24,38.96,22.56,131.89,17.37,4.84,Red,46.57,28.85
Coriander,Autumn,41.2,Clayey,7.63,2.83,31.01,1.38,17.87,42.24,83.74,18.56,3.67,Black,38.77,43.62
Ginger,Spring,47.7,Loamy,7.21,1.32,10.9,1.17,24.59,36.82,110.45,25.84,3.5,Red,43.58,23.15
Buckwheat,Spring,11.5,Sandy,7.91,4.08,33.59,1.27,40.52,10.49,123.32,21.95,4.7,Brown,41.65,49.6
Basil,Winter,42.8,Clayey,7.39,4.99,25.96,1.12,37.48,33.56,69.26,28.19,1.53,Black,50.85,30.11
Sugarcane,Summer,34.6,Clayey,7.86,4.86,32.74,1.21,13.45,5.44,88.46,19.54,0.84,Yellow,55.86,26.71
Strawberry,Spring,55.5,Sandy,7.59,4.0,23.12,1.35,48.89,36.97,197.67,9.9,1.52,Black,52.95,24.16
Potato,Winter,40.3,Sandy,6.08,2.38,11.24,1.18,19.53,39.41,163.5,5.47,4.75,Yellow,30.13,44.37
Guava,Autumn,75.4,Sandy,5.66,2.02,30.45,1.54,29.88,41.67,122.3,12.93,1.14,Yellow,32.99,37.58
Asparagus,Autumn,55.9,Loamy,8.21,0.81,23.32,1.46,80.87,33.15,83.9,6.57,1.2,Black,42.88,48.55
Bamboo,Winter,21.7,Sandy,8.34,2.37,36.22,1.11,54.54,13.13,136.02,15.18,1.05,Black,55.55,39.43
Broccoli,Summer,77.5,Loamy,7.68,1.2,32.14,1.54,43.57,40.72,84.78,9.7,2.48,Brown,37.11,30.22
Corn,Winter,18.9,Silty,7.67,1.64,20.79,1.59,26.69,45.49,78.97,15.12,4.0,Black,56.37,45.09
Black Pepper,Winter,85.5,Silty,6.31,4.51,31.72,1.35,87.97,33.52,64.06,14.98,1.97,Gray,33.3,28.44
Brussels Sprout,Spring,93.8,Sandy,7.13,4.86,24.86,1.26,91.33,17.38,101.88,11.91,0.59,Black,32.18,28.73
Walnut,Winter,39.0,Sandy,8.48,4.77,15.98,1.23,56.68,13.07,131.26,21.32,3.73,Brown,57.4,20.85
Sesame,Winter,93.4,Silty,8.07,1.37,22.6,1.14,92.91,15.42,73.9,15.84,3.09,Gray,34.86,27.56
Okra,Autumn,81.4,Loamy,6.41,4.55,16.68,1.35,51.83,5.76,80.07,27.34,2.45,Gray,43.91,27.84
Avocado,Spring,93.0,Loamy,6.4,1.14,10.15,1.13,19.65,5.46,108.67,6.9,4.82,Red,39.78,28.93
Guava,Autumn,70.0,Sandy,6.95,2.78,17.4,1.35,11.53,18.37,123.43,15.27,2.41,Gray,34.43,31.06
Grapes,Autumn,31.2,Sandy,6.71,3.4,16.29,1.23,21.55,46.53,164.34,24.4,3.69,Yellow,48.96,37.3
Coffee,Summer,90.5,Sandy,6.61,2.58,10.13,1.34,66.04,32.96,134.99,17.36,0.88,Brown,58.91,26.49
Quinoa,Summer,26.6,Silty,7.38,4.78,33.52,1.31,38.88,22.37,142.66,29.15,2.14,Red,49.74,39.1
Peas,Spring,29.2,Clayey,5.53,2.0,12.31,1.25,68.35,5.49,154.43,9.37,1.14,Black,40.61,24.0
Celery,Spring,34.4,Sandy,7.79,2.87,23.47,1.32,55.72,49.54,117.65,12.9,1.81,Gray,51.35,47.93
Rosemary,Summer,37.4,Loamy,7.72,0.84,22.54,1.34,39.97,25.51,101.47,7.9,2.45,Red,34.3,20.78
Date Palm,Summer,56.3,Clayey,7.99,4.34,15.44,1.52,29.68,49.62,170.06,11.17,0.96,Yellow,47.4,47.25
Beetroot,Summer,74.2,Loamy,8.02,2.36,39.01,1.43,17.29,37.41,174.25,21.81,4.03,Red,44.08,36.42
Jute,Summer,93.4,Clayey,7.2,3.65,28.11,1.32,80.42,7.31,73.1,17.17,1.94,Yellow,40.8,41.3
Pumpkin,Summer,18.0,Silty,7.84,3.57,34.41,1.55,83.71,43.66,193.01,9.05,4.49,Red,52.19,28.95
Onion,Autumn,95.9,Clayey,6.98,3.54,24.88,1.48,58.73,28.87,189.49,16.87,3.41,Red,33.55,25.21
Black Pepper,Spring,92.9,Loamy,8.35,2.78,31.68,1.14,24.14,25.37,180.63,26.19,0.97,Black,45.98,48.42
Dragon Fruit,Autumn,14.9,Clayey,6.07,1.75,39.09,1.18,33.72,39.1,113.4,16.0,3.25,Black,55.63,33.23
Basil,Autumn,42.4,Silty,8.25,3.31,20.45,1.14,95.96,39.87,176.33,5.33,0.21,Black,36.05,34.42
Walnut,Winter,83.2,Loamy,6.28,4.83,25.13,1.26,30.33,40.84,144.21,6.37,4.06,Red,37.94,49.57
Taro,Autumn,65.0,Sandy,5.81,4.25,25.44,1.32,15.11,39.22,80.81,15.95,4.87,Gray,49.82,30.08
Pomegranate,Summer,80.1,Clayey,6.82,0.99,39.76,1.35,59.5,33.86,166.23,19.83,3.42,Red,53.18,23.01
Oats,Summer,74.7,Loamy,7.34,0.6,16.99,1.53,33.57,35.4,110.91,27.16,4.64,Black,38.5,37.61
Cauliflower,Winter,54.7,Clayey,6.19,2.75,30.26,1.11,96.17,43.64,93.82,29.55,1.54,Red,40.8,36.64
Asparagus,Winter,13.7,Silty,7.17,3.99,14.15,1.31,61.73,36.07,181.74,29.51,2.18,Gray,52.2,43.19
Ginger,Winter,62.6,Loamy,7.92,1.91,37.81,1.31,96.92,9.56,179.34,18.95,2.18,Yellow,38.56,48.65
Cabbage,Winter,14.4,Sandy,6.27,3.66,27.71,1.57,80.7,34.05,179.66,5.89,0.65,Brown,49.99,29.23
Raspberry,Winter,64.3,Sandy,7.24,4.69,35.78,1.22,75.08,12.65,178.93,10.34,4.0,Black,34.77,41.65
Oats,Autumn,82.0,Clayey,6.52,2.57,36.86,1.16,84.73,5.64,133.13,15.86,2.53,Red,42.34,33.04
Thyme,Winter,62.6,Silty,7.09,1.6,26.71,1.17,64.44,14.64,142.54,26.99,2.5,Gray,50.66,43.51
Apple,Autumn,99.7,Silty,7.5,4.63,30.46,1.36,11.0,11.95,192.33,5.54,3.38,Black,43.8,24.93
Tea,Spring,51.0,Clayey,6.55,2.63,30.96,1.3,45.32,9.59,69.4,17.73,0.94,Black,30.58,35.03
Pear,Winter,77.4,Loamy,8.48,2.34,23.81,1.48,29.71,14.67,170.94,21.34,4.07,Yellow,42.19,22.32
Banana,Winter,70.0,Loamy,7.19,2.09,23.05,1.26,49.09,30.36,128.94,12.21,1.89,Brown,38.65,36.84
Thyme,Autumn,99.2,Clayey,7.97,2.4,15.59,1.16,52.35,11.82,196.76,12.89,0.49,Red,33.04,25.07
Orange,Spring,74.2,Loamy,7.68,3.53,21.52,1.29,21.5,17.57,145.88,14.71,1.03,Red,30.27,48.8
Cotton,Autumn,24.8,Loamy,8.06,2.45,39.72,1.54,12.11,43.23,74.38,11.86,1.34,Black,31.37,36.63
Sweet Potato,Autumn,96.0,Loamy,6.02,1.96,18.1,1.3,22.44,44.96,172.32,15.93,0.97,Gray,58.48,35.88
Millet,Winter,70.1,Clayey,6.17,3.85,32.87,1.52,87.17,19.99,150.9,8.95,1.29,Black,52.49,49.17
Foxtail Millet,Summer,15.3,Sandy,6.96,1.41,11.78,1.29,78.03,45.45,72.34,9.98,4.98,Yellow,58.19,34.95
Sugarcane,Summer,69.2,Silty,8.06,1.41,24.02,1.24,81.9,31.36,51.35,5.93,2.73,Brown,33.44,40.3
Brussels Sprout,Autumn,89.5,Sandy,6.09,3.63,11.75,1.49,34.87,15.19,131.55,15.28,3.05,Yellow,47.12,21.4
Rye,Winter,61.9,Loamy,8.41,4.4,24.27,1.2,31.25,38.94,86.22,22.68,0.91,Gray,32.5,41.25
Sesame,Spring,41.9,Clayey,5.88,1.59,10.83,1.22,13.36,46.49,180.09,17.65,0.32,Red,30.8,23.13
Pistachio,Summer,83.9,Silty,6.03,1.36,28.4,1.12,52.5,34.67,87.64,18.27,1.62,Gray,43.99,43.41
Cardamom,Spring,80.4,Loamy,6.0,3.52,27.6,1.19,44.42,14.06,149.43,16.25,3.87,Yellow,49.39,46.31
Pumpkin,Summer,59.0,Silty,7.26,3.29,33.94,1.29,85.23,8.86,101.77,19.62,2.84,Red,31.91,29.46
Cabbage,Winter,23.9,Silty,8.25,2.51,27.5,1.3,71.37,15.32,102.55,10.74,0.15,Brown,40.95,46.34
Hemp,Autumn,32.6,Sandy,6.27,0.93,37.78,1.31,22.99,20.23,77.27,10.19,3.96,Black,32.71,34.48
Rubber,Spring,76.5,Loamy,7.16,0.91,33.49,1.34,98.84,20.02,125.41,28.55,0.61,Brown,40.86,37.15
Bell Pepper,Spring,82.5,Silty,6.03,4.0,13.98,1.39,79.36,27.43,136.89,16.26,2.26,Black,44.15,32.33
Black Pepper,Autumn,35.1,Sandy,7.39,2.53,17.96,1.19,74.82,27.73,137.15,25.68,5.0,Brown,40.13,34.3
Grapes,Spring,43.1,Clayey,5.87,4.36,10.79,1.41,29.5,26.21,178.49,27.92,0.69,Red,47.29,47.25
Sweet Potato,Summer,17.0,Silty,6.97,3.09,21.58,1.27,91.46,20.47,147.85,20.37,4.09,Red,47.54,48.42
Chili,Autumn,74.2,Loamy,7.47,3.28,25.29,1.47,52.65,9.81,161.04,12.47,4.02,Red,39.99,33.38
Flax,Summer,10.3,Clayey,7.24,4.7,38.38,1.38,36.79,23.82,98.52,22.0,2.28,Black,41.69,35.43
Chickpea,Summer,14.2,Silty,5.92,1.24,25.67,1.38,68.94,49.36,113.1,15.77,4.94,Red,43.23,23.49
Foxtail Millet,Winter,10.4,Silty,5.98,2.94,33.43,1.44,29.06,34.42,52.74,29.33,1.61,Gray,41.27,29.77
Pomegranate,Summer,68.1,Loamy,7.51,0.76,18.04,1.27,91.68,24.79,61.87,25.28,1.65,Black,52.82,35.4
Buckwheat,Winter,47.6,Silty,7.93,2.12,14.59,1.31,86.89,8.76,107.77,25.37,0.85,Red,34.2,26.08
Wheat,Spring,36.8,Loamy,8.22,1.17,34.33,1.39,51.84,14.6,81.46,19.72,1.91,Red,55.71,37.3
Spinach,Spring,92.1,Loamy,7.94,1.35,17.42,1.31,27.16,30.86,171.94,5.21,1.55,Brown,39.94,40.56
Pomegranate,Winter,27.4,Loamy,8.42,4.71,36.14,1.32,54.69,27.4,151.47,25.8,3.06,Gray,51.72,39.5
Basil,Summer,45.0,Loamy,6.72,3.25,15.1,1.24,23.42,5.86,195.55,5.63,0.3,Gray,56.51,33.28
Sweet Potato,Autumn,94.6,Silty,6.49,4.51,35.55,1.24,34.29,8.88,183.06,8.06,1.62,Black,56.62,43.08
Orange,Autumn,48.4,Clayey,5.58,2.5,33.19,1.45,53.45,21.02,196.65,25.97,0.12,Gray,43.57,29.59
Coffee,Winter,59.9,Clayey,6.85,3.19,28.34,1.1,11.9,11.34,104.79,10.47,0.13,Red,37.7,34.08
Watermelon,Spring,17.2,Sandy,7.45,0.64,35.51,1.15,78.92,48.1,122.66,26.03,4.12,Black,48.17,28.1
Cherry,Spring,81.1,Loamy,7.95,2.61,19.92,1.57,27.72,6.54,105.89,10.91,3.77,Yellow,35.52,38.11
Peas,Autumn,48.0,Silty,6.3,3.04,14.98,1.19,88.0,48.83,194.65,24.27,3.75,Brown,53.72,33.22
Buckwheat,Winter,82.0,Silty,7.04,0.58,14.71,1.31,12.0,34.54,110.41,18.55,1.83,Brown,51.34,26.51
Tomato,Autumn,32.8,Sandy,7.49,4.05,18.11,1.52,57.89,23.33,67.51,21.77,3.53,Yellow,53.87,29.25
Broccoli,Summer,48.0,Clayey,7.15,1.83,23.39,1.1,79.9,29.27,87.58,25.95,1.36,Black,43.0,28.38
Cardamom,Summer,80.8,Silty,6.32,2.54,36.28,1.56,31.42,23.46,113.72,29.6,1.62,Yellow,46.72,47.33
Corn,Winter,97.6,Sandy,7.89,2.91,12.69,1.13,73.68,30.79,140.45,7.14,2.86,Gray,33.08,35.66
Sweet Potato,Winter,15.4,Clayey,6.02,4.96,37.46,1.19,74.88,11.84,142.71,22.13,3.53,Red,50.63,39.58
Rubber,Summer,83.1,Silty,8.21,0.95,37.76,1.11,67.41,10.4,163.82,28.97,1.4,Yellow,44.61,48.04
Coconut,Spring,37.1,Loamy,8.36,3.0,31.82,1.36,42.78,28.79,147.18,14.34,3.43,Yellow,45.28,25.47
Avocado,Winter,59.6,Sandy,6.6,2.89,37.01,1.57,80.66,8.21,123.73,13.34,4.82,Gray,55.41,48.11
Walnut,Summer,36.1,Silty,6.63,0.81,33.1,1.52,66.56,18.16,54.53,22.0,2.52,Black,53.17,36.19
Clove,Summer,65.2,Sandy,7.73,3.35,25.85,1.42,63.13,46.71,154.25,15.05,2.09,Red,46.06,45.69
Tobacco,Spring,41.8,Sandy,6.87,1.79,28.02,1.19,83.72,44.43,62.82,10.36,1.24,Red,40.65,25.04
Hemp,Spring,40.0,Sandy,5.59,0.97,28.85,1.53,32.02,42.41,120.32,9.04,1.85,Brown,43.39,28.19
Sweet Potato,Spring,13.4,Loamy,8.26,1.3,13.81,1.48,30.92,27.82,184.46,9.82,2.69,Red,40.52,25.83
Saffron,Spring,23.2,Clayey,6.79,4.21,15.79,1.23,44.78,6.25,139.53,22.61,4.73,Red,34.55,39.6
Eggplant,Autumn,92.5,Clayey,6.11,0.97,25.7,1.5,16.58,10.46,79.84,27.97,1.38,Red,49.37,24.22
Chickpea,Spring,99.8,Silty,7.17,2.6,13.46,1.54,40.37,46.38,171.19,25.15,1.23,Red,50.75,43.78
Taro,Autumn,80.2,Loamy,6.16,1.38,38.95,1.45,46.56,42.64,95.06,16.21,4.81,Gray,59.14,27.51
Banana,Winter,35.8,Clayey,6.12,1.23,25.21,1.15,54.56,21.94,136.59,18.22,3.07,Brown,43.67,27.66
Foxtail Millet,Summer,46.2,Silty,7.14,1.43,21.4,1.59,32.86,37.8,145.38,20.5,3.7,Yellow,59.92,28.43
Sesame,Autumn,76.6,Silty,6.67,2.72,14.73,1.14,91.62,43.45,159.67,19.5,4.17,Brown,35.61,42.39
Sunflower,Winter,97.2,Sandy,7.22,1.57,22.5,1.43,35.66,32.92,59.75,29.21,0.5,Black,49.7,47.73
Zucchini,Winter,51.0,Loamy,8.49,0.94,19.07,1.16,86.64,43.41,178.14,27.17,2.48,Yellow,59.84,47.23
Cocoa,Autumn,84.7,Clayey,8.08,4.11,12.64,1.55,50.05,16.01,67.08,6.09,0.79,Brown,49.21,23.04
Pineapple,Winter,97.8,Loamy,5.52,2.93,39.01,1.27,74.63,25.8,64.18,25.89,3.16,Brown,43.57,27.87
Dragon Fruit,Winter,88.6,Loamy,5.65,1.21,17.95,1.36,19.98,31.06,118.53,7.85,4.77,Brown,45.46,40.17
Rosemary,Autumn,30.4,Clayey,7.33,2.62,30.71,1.19,59.02,33.4,105.83,22.26,0.38,Brown,55.37,38.56
Mango,Winter,10.7,Clayey,7.38,0.81,12.74,1.37,96.47,49.41,58.19,12.14,1.44,Brown,58.17,30.5
Lentils,Spring,54.3,Loamy,8.13,3.11,37.4,1.57,69.96,43.07,74.9,24.33,5.0,Brown,43.62,45.89
Orange,Spring,57.8,Silty,7.39,2.03,27.72,1.55,83.83,7.49,115.88,5.22,0.13,Gray,53.17,23.91
Bamboo,Summer,28.1,Loamy,6.18,0.97,29.71,1.13,33.5,12.61,174.36,14.56,0.78,Gray,58.01,39.17
Soybean,Winter,35.6,Clayey,6.91,1.33,33.45,1.29,82.02,34.57,68.2,5.54,0.5,Yellow,38.46,28.19
Chili,Summer,78.9,Loamy,7.93,2.06,28.18,1.23,41.61,15.82,65.68,28.84,3.84,Red,44.79,35.82
Thyme,Spring,52.3,Clayey,8.27,4.13,12.13,1.34,53.66,12.15,170.72,5.38,3.78,Brown,59.86,31.62
Radish,Spring,38.6,Silty,6.21,1.28,22.89,1.52,26.92,35.0,123.85,8.88,3.91,Red,40.6,49.39
Zucchini,Spring,66.0,Loamy,7.12,0.99,17.86,1.47,53.71,29.14,104.04,18.48,3.9,Gray,48.59,34.6
Tomato,Winter,68.7,Silty,5.98,2.82,24.6,1.27,56.41,41.23,119.2,21.15,4.19,Black,49.71,49.28
Horse Gram,Winter,79.2,Loamy,6.99,3.01,22.13,1.29,66.01,19.37,111.63,23.22,3.89,Brown,34.62,27.65
Coconut,Spring,24.1,Loamy,5.77,0.91,34.8,1.43,88.18,19.84,167.28,11.17,2.47,Yellow,54.2,43.04
Strawberry,Summer,76.7,Clayey,8.33,1.78,17.41,1.2,37.44,11.77,51.4,12.52,3.75,Red,42.39,41.51
Zucchini,Summer,63.9,Sandy,7.41,1.68,16.04,1.15,98.57,34.35,114.97,11.0,3.03,Yellow,45.01,45.43
Hemp,Autumn,15.2,Clayey,8.06,1.34,38.74,1.22,86.29,36.9,73.83,11.1,1.9,Brown,49.29,40.81
Quinoa,Spring,80.0,Loamy,8.49,1.92,38.49,1.16,46.26,11.23,96.24,24.54,4.2,Red,42.31,40.47
Onion,Summer,44.5,Sandy,6.05,0.67,39.8,1.28,30.4,16.44,66.83,28.7,3.96,Red,39.75,39.82
Passion Fruit,Spring,39.7,Sandy,7.58,3.43,27.05,1.57,16.43,11.94,114.05,19.9,0.95,Brown,46.39,49.55
Tomato,Summer,50.3,Silty,8.16,4.95,13.39,1.16,31.09,38.65,146.49,8.94,0.22,Black,40.4,26.84
Peas,Autumn,41.2,Loamy,7.23,3.35,36.41,1.51,89.61,14.41,149.24,6.64,1.65,Brown,43.02,20.9
Tobacco,Autumn,40.4,Clayey,7.42,2.12,14.35,1.37,36.28,11.85,169.51,10.98,2.08,Yellow,33.25,40.34
Jute,Spring,82.7,Sandy,6.72,3.51,14.67,1.42,22.42,8.14,172.25,9.44,0.95,Gray,55.34,25.17
Green Gram,Summer,21.2,Sandy,7.52,3.07,15.8,1.19,12.04,42.41,139.66,19.46,4.29,Gray,42.35,40.38
Mustard,Winter,97.4,Clayey,6.69,4.31,29.6,1.18,36.79,10.58,102.97,22.45,0.26,Gray,32.48,29.59
Avocado,Autumn,59.9,Clayey,6.93,3.3,13.22,1.18,29.45,6.34,57.7,5.11,2.47,Red,53.7,21.3
Passion Fruit,Spring,26.5,Sandy,5.81,3.35,33.35,1.43,19.2,7.89,55.38,15.99,0.37,Red,30.59,43.09
Cocoa,Spring,21.8,Clayey,5.52,1.5,11.75,1.47,95.6,21.51,66.99,20.57,2.73,Brown,47.98,21.55
Pear,Summer,63.2,Silty,5.67,2.37,13.31,1.56,34.09,31.85,197.57,9.82,2.37,Red,51.08,26.72
Bell Pepper,Spring,67.0,Sandy,6.08,2.05,23.03,1.3,10.56,22.92,167.9,27.52,3.92,Yellow,35.74,30.09
Groundnut,Autumn,14.8,Silty,6.87,0.55,21.38,1.33,94.98,25.49,110.73,18.73,3.48,Brown,33.94,23.98
Pearl Millet,Spring,31.9,Loamy,5.56,1.91,39.69,1.33,62.07,46.37,119.93,13.63,4.24,Yellow,33.42,47.41
